   ,CUSTOMER_CODE,ORDER_COUNT,SALES_VALUE_LAKHS
3201,000000009015114,2,23.7
3187,000000009950120,2,1723.33
3183,000000009006755,2,25.42
1344,000000009012985,2,7.99
3191,000000009018464,2,16.54
3190,000000009007061,2,16.56
3210,000000009000627,2,49.81
3239,000000009013817,2,35.5
3233,000000009016621,2,30.83
3243,000000009015201,2,19.4
1362,000000009018475,2,10.24
1361,000000009005267,2,19.66
3214,000000009002465,2,45.92
3211,000000009008257,2,15.18
3225,000000009014511,2,7.22
3232,000000009013169,2,32.79
3227,000000009014867,2,48.57
1378,000000009006255,2,2.44
1848,000000009018040,2,24.91
252,000000009016695,2,28.15
244,000000009001194,2,19.87
237,000000009006555,2,31.94
238,000000009015340,2,25.31
282,000000009014781,2,50.29
285,000000009015026,2,6.28
276,000000009014056,2,18.39
258,000000009017468,2,34.68
1864,000000009017426,2,19.16
1839,000000009002874,2,16.09
216,000000009011766,2,26.84
219,000000009010942,2,10.18
3492,000000009016262,2,16.7
1820,000000009018227,2,16.99
213,000000009008329,2,13.97
3478,000000009015886,2,24.18
3476,000000009016319,2,20.36
227,000000009013262,2,47.05
1834,000000009015278,2,7.48
224,000000009014545,2,6.71
338,000000009001921,2,20.07
343,000000009014856,2,29.7
335,000000009011055,2,8.06
325,000000009016458,2,9.81
333,000000009018037,2,26.81
357,000000009017976,2,13.12
359,000000009018199,2,24.74
349,000000009015909,2,8.68
344,000000009014099,2,25.01
348,000000009013207,2,22.36
1392,000000009014622,2,35.64
1406,000000009017607,2,12.77
1401,000000009016484,2,9.28
299,000000009017705,2,24.86
288,000000009015691,2,41.2
297,000000009012571,2,1.25
319,000000009010443,2,30.66
323,000000009006665,2,21.48
3389,000000009010536,2,16.06
310,000000009012471,2,2.58
311,000000009011207,2,10.34
2577,000000009013031,2,56.97
836,000000009016622,2,16.74
2265,000000009012562,2,17.13
2482,000000009000536,2,9.67
2273,000000009018562,2,20.11
2531,000000009016868,2,27.44
866,000000009013642,2,16.58
2480,000000009015158,2,31.28
1150,000000009011712,2,23.74
2313,000000009004950,2,23.13
2680,000000009005025,2,5.42
2655,000000009008154,2,8.62
2742,000000009015894,2,19.59
2301,000000009012526,2,37.77
2779,000000009013693,2,5.76
2740,000000009015702,2,9.11
2298,000000009017350,2,41.31
2782,000000009000509,2,18.19
2741,000000009014526,2,13.9
909,000000009017251,2,35.4
2728,000000009018367,2,23.79
1204,000000009017236,2,3.27
1144,000000009012419,2,5.96
968,000000009006935,2,27.2
2423,000000009013944,2,3.61
919,000000009018267,2,15.58
2296,000000009950054,2,1566.02
823,000000009016926,2,15.46
918,000000009018018,2,24.92
2275,000000009011597,2,6.23
825,000000009000853,2,67.1
2733,000000009010822,2,26.73
2687,000000009004724,2,3.99
910,000000009017574,2,7.87
2445,000000009011702,2,17.53
912,000000009003435,2,9.32
2315,000000009017876,2,18.99
2274,000000009013251,2,41.34
2796,000000009010544,2,21.25
2657,000000009010664,2,9.11
1169,000000009010989,2,11.1
884,000000009009238,2,14.34
2667,000000009014991,2,27.32
809,000000009017870,2,17.57
1172,000000009013256,2,23.51
2584,000000009009237,2,3.07
2666,000000009006598,2,8
2771,000000009011173,2,22.42
2754,000000009950115,2,865.22
2769,000000009013131,2,60.31
2764,000000009004928,2,13.88
2375,000000009012262,2,5.91
2591,000000009015128,2,17.83
830,000000009013264,2,15.13
2669,000000009011047,2,6.07
2756,000000009013486,2,44.18
2668,000000009015135,2,28.9
833,000000009016083,2,5.49
2758,000000009017716,2,3.95
2583,000000009008917,2,12.04
2308,000000009015656,2,17.34
899,000000009017198,2,14.22
896,000000009016482,2,12.81
2271,000000009018147,2,0.69
900,000000009017541,2,27.17
2302,000000009000701,2,11.71
901,000000009018571,2,18.61
2746,000000009017595,2,13.66
871,000000009009347,2,28.51
2303,000000009017900,2,10.55
2361,000000009011182,2,12.48
890,000000009012555,2,7.6
887,000000009017809,2,48.17
1173,000000009014394,2,11.88
1158,000000009018157,2,71.5
2581,000000009005128,2,7.58
2751,000000009015471,2,21
2663,000000009013647,2,3.83
827,000000009010600,2,12.98
2845,000000009009270,2,42.08
795,000000009013487,2,4.27
1073,000000009005019,2,15.99
1046,000000009014071,2,17.74
793,000000009014816,2,9.48
2250,000000009004432,2,18.03
794,000000009014676,2,5.5
2640,000000009005180,2,22.7
774,000000009016334,2,30.83
2632,000000009012908,2,9.99
799,000000009009955,2,9.65
798,000000009011615,2,13.94
2565,000000009017829,2,11.4
796,000000009000915,2,4.77
857,000000009018025,2,122.49
2291,000000009014249,2,3.03
2639,000000009016504,2,2.75
2287,000000009018416,2,20.7
817,000000009013627,2,36.68
2251,000000009018593,2,2.2
2257,000000009011282,2,8.72
853,000000009017082,2,23.84
843,000000009011548,2,10.78
2711,000000009017307,2,41.68
2710,000000009016564,2,45.49
792,000000009001540,2,9.14
791,000000009013909,2,3.42
2635,000000009015404,2,33.24
2284,000000009000754,2,11.98
2712,000000009009490,2,25.26
2258,000000009014264,2,3.73
2638,000000009016362,2,15.28
2699,000000009018086,2,20.16
2244,000000009009744,2,42.01
2701,000000009006611,2,30.93
2702,000000009001961,2,4.15
847,000000009011828,2,8.09
864,000000009014285,2,22.6
860,000000009010932,2,8.46
2721,000000009014465,2,33
2293,000000009014912,2,22.84
2725,000000009008486,2,2.08
1031,000000009013651,2,11.62
2692,000000009015375,2,7.8
2238,000000009014467,2,16.5
2627,000000009005083,2,5.99
2540,000000009016118,2,7.54
1205,000000009016508,2,21.31
2292,000000009004892,2,13.57
2243,000000009011604,2,19.54
818,000000009013564,2,7.1
2242,000000009015572,2,0.55
801,000000009010192,2,24.01
800,000000009015771,2,20.5
849,000000009015699,2,18.76
2705,000000009013967,2,10.35
767,000000009006212,2,33.15
2280,000000009011576,2,4.44
1211,000000009017680,2,53.27
924,000000009015578,2,32.1
2855,000000009009642,2,28.61
1212,000000009017641,2,2.37
1829,000000009017544,1,0.68
2373,000000009013473,1,2.66
1835,000000009008127,1,2.8
1086,000000009014997,1,2.54
1830,000000009012026,1,9.35
1831,000000009008677,1,17.74
1832,000000009012603,1,7.8
832,000000009015750,1,6.79
1791,000000009018327,1,4.2
1789,000000009016811,1,4.73
1799,000000009013906,1,7.39
1798,000000009013929,1,2.58
1800,000000009012270,1,4.81
1808,000000009017319,1,4.47
1152,000000009018098,1,3.67
841,000000009013184,1,5.95
2397,000000009013562,1,27.09
3528,000000009018505,1,4.66
1134,000000009016290,1,4.45
1805,000000009000323,1,7.7
1804,000000009015946,1,4.55
170,000000009016822,1,4.61
160,000000009016738,1,0.69
838,000000009017921,1,36.78
3521,000000009002717,1,6.02
1110,000000009015873,1,4.92
1813,000000009011794,1,1.15
1824,000000009013821,1,22.27
1825,000000009015284,1,28.63
1822,000000009005281,1,9.98
1823,000000009013659,1,1.64
1827,000000009016838,1,8.17
1792,000000009018511,1,7.7
2398,000000009013639,1,5.68
1826,000000009015595,1,7.33
1817,000000009015232,1,1.85
835,000000009005455,1,17.61
1814,000000009008171,1,4.08
1816,000000009015080,1,1.85
2580,000000009012230,1,2.43
1821,000000009018497,1,36.42
1819,000000009016651,1,5.94
1794,000000009018568,1,0.96
303,000000009018525,1,4.26
1404,000000009017244,1,3.53
304,000000009013129,1,10.93
1407,000000009017637,1,13.54
1209,000000009017585,1,0.09
1405,000000009009154,1,7
1403,000000009017357,1,5.3
1400,000000009006724,1,9.91
2336,000000009018278,1,0.9
312,000000009013917,1,9.71
1402,000000009012005,1,4.21
307,000000009011665,1,4.16
309,000000009013250,1,2.66
2612,000000009016746,1,12.19
2608,000000009002363,1,2.98
1415,000000009012914,1,3.91
1414,000000009015031,1,8.73
279,000000009014287,1,3.61
280,000000009000812,1,6.89
1416,000000009006752,1,0.42
1413,000000009017901,1,6.09
295,000000009017216,1,11.54
1409,000000009011930,1,2.46
1408,000000009018248,1,33.64
1412,000000009015893,1,3.41
1411,000000009015353,1,8.46
1410,000000009010171,1,2.31
327,000000009016693,1,4.03
329,000000009017093,1,13.85
330,000000009002495,1,34.05
2332,000000009014824,1,9.85
3372,000000009013850,1,2.62
1391,000000009013640,1,2.39
1390,000000009009560,1,4.48
1388,000000009015378,1,3.35
2330,000000009015419,1,40.05
337,000000009005504,1,9.14
332,000000009017689,1,8
2331,000000009005134,1,12.44
1389,000000009017243,1,21.55
1393,000000009004662,1,5.38
1397,000000009017780,1,5.99
316,000000009014935,1,1.49
317,000000009007044,1,30.29
1399,000000009005884,1,1.96
314,000000009014596,1,9.57
1398,000000009018250,1,12.57
1396,000000009017450,1,17.36
2334,000000009017722,1,1
322,000000009016570,1,13.92
2333,000000009017602,1,4.64
2335,000000009018195,1,4.4
1395,000000009017257,1,10.78
3378,000000009013689,1,1.45
1849,000000009018281,1,9.82
1179,000000009014955,1,3.33
1850,000000009018452,1,3.76
1847,000000009017682,1,40.39
248,000000009007880,1,8.21
250,000000009016335,1,14.89
1851,000000009018663,1,7.51
261,000000009010501,1,19.46
1854,000000009015531,1,5.48
1855,000000009017446,1,1.16
826,000000009018535,1,8.13
1852,000000009012499,1,8.5
1853,000000009014525,1,10.78
1845,000000009014086,1,5.39
1838,000000009018269,1,9.27
2594,000000009015166,1,24.87
1164,000000009012022,1,3.03
1836,000000009004815,1,21.11
228,000000009014859,1,5.27
1837,000000009018064,1,5.87
234,000000009015161,1,2.03
1843,000000009013976,1,1.66
1844,000000009016555,1,4.14
241,000000009015554,1,8.17
1840,000000009013580,1,28.65
1841,000000009013770,1,2.09
1842,000000009002231,1,16
1869,000000009015961,1,7.07
1870,000000009017810,1,4.86
1871,000000009018599,1,0.33
1866,000000009000250,1,8.42
1867,000000009015351,1,3.16
1868,000000009016053,1,4.9
1440,000000009013288,1,1.36
1418,000000009014804,1,9.53
3422,000000009014411,1,4.51
1417,000000009013924,1,11.82
1420,000000009018433,1,3.7
1419,000000009017983,1,1.35
275,000000009001539,1,3.84
3435,000000009004616,1,21.55
1858,000000009013388,1,7.73
265,000000009018161,1,15.1
1859,000000009016043,1,10.01
3448,000000009015094,1,22.12
1856,000000009018210,1,10.02
1857,000000009001560,1,1.77
1860,000000009017604,1,10.68
1193,000000009016686,1,4.7
3437,000000009950090,1,5407.52
1865,000000009007081,1,10.95
1861,000000009014014,1,6.87
1862,000000009015084,1,6.89
1863,000000009016324,1,32.24
3705,000000009013933,1,3.44
911,000000009018389,1,13.19
2476,000000009013048,1,3.91
932,000000009014904,1,2.51
913,000000009014130,1,4.89
3707,000000009014558,1,33.18
1560,000000009016765,1,2.7
1636,000000009015752,1,7.03
3693,000000009016339,1,1.97
3692,000000009015682,1,38.52
3699,000000009017632,1,1.38
908,000000009016483,1,25.77
3696,000000009016997,1,6.51
3721,000000009007268,1,13.51
920,000000009009940,1,14.61
2463,000000009014502,1,4.71
930,000000009012048,1,2.96
931,000000009004948,1,6.36
3722,000000009017392,1,20.54
917,000000009017367,1,9.8
3712,000000009005344,1,5.71
914,000000009016198,1,5.82
3710,000000009015168,1,8.5
3715,000000009007110,1,9.21
916,000000009016679,1,10.96
915,000000009016451,1,1.4
905,000000009014923,1,6.66
904,000000009014483,1,3.04
903,000000009014687,1,6.82
3677,000000009013885,1,9.8
3676,000000009012495,1,5.64
3675,000000009012852,1,3.57
902,000000009014308,1,16.91
1532,000000009015612,1,4.2
934,000000009018519,1,13.15
897,000000009017135,1,15.14
1535,000000009015845,1,6.83
1655,000000009016871,1,10.98
3667,000000009017729,1,1.14
933,000000009016627,1,6.53
3686,000000009018328,1,9.04
3685,000000009018126,1,6.2
907,000000009005470,1,14.96
1556,000000009016653,1,23.87
906,000000009015443,1,0.69
3684,000000009018152,1,9.04
3680,000000009014895,1,7.29
3679,000000009014616,1,0.83
3678,000000009014289,1,5.93
3683,000000009016989,1,4.3
3682,000000009010511,1,3.43
1649,000000009016985,1,0.67
928,000000009018579,1,11.51
3760,000000009013931,1,8.22
3759,000000009012902,1,7.3
3764,000000009015033,1,15.88
3763,000000009014780,1,6.7
3762,000000009014363,1,2.07
3758,000000009010735,1,5.17
3754,000000009017557,1,12.29
3753,000000009016718,1,28.63
3752,000000009016630,1,8.87
3757,000000009008567,1,8.12
3756,000000009013101,1,4.38
927,000000009017524,1,4.68
3774,000000009013134,1,4.62
3773,000000009010279,1,2.34
3772,000000009013226,1,7.24
3777,000000009017634,1,2.41
3776,000000009017699,1,14.58
929,000000009012952,1,8.41
3771,000000009014946,1,2.87
3767,000000009008755,1,3.31
3766,000000009015530,1,7.49
3765,000000009013178,1,9.42
3770,000000009009265,1,9.54
3769,000000009009049,1,4.07
3768,000000009013524,1,3.45
3734,000000009010217,1,6.25
3733,000000009018151,1,3.89
922,000000009014638,1,8.48
3738,000000009015023,1,4.83
3737,000000009004964,1,3.24
923,000000009015183,1,1.76
3731,000000009017067,1,10.61
3727,000000009013482,1,0.55
2459,000000009014562,1,2.66
3725,000000009011680,1,12.41
3730,000000009950067,1,538.54
1600,000000009018285,1,3.64
3728,000000009014024,1,3.08
3748,000000009002556,1,25.24
926,000000009015871,1,0.95
3746,000000009002137,1,2.1
3751,000000009016478,1,1.12
3750,000000009016059,1,41.91
3749,000000009016069,1,6.01
925,000000009015812,1,11.77
3741,000000009017581,1,7.08
1601,000000009018435,1,1.82
3739,000000009016101,1,8.11
3744,000000009014076,1,7.36
3743,000000009018133,1,0.37
3742,000000009017852,1,8.9
1665,000000009017888,1,4.58
3587,000000009018289,1,9.2
1738,000000009013723,1,1.4
3585,000000009017661,1,10.74
946,000000009018137,1,1.54
1737,000000009012405,1,19.19
3588,000000009006124,1,10.38
1459,000000009004479,1,2.07
1745,000000009015229,1,4.88
1749,000000009007271,1,9.45
1750,000000009017160,1,1.88
1743,000000009014646,1,12.14
947,000000009018577,1,9.94
3579,000000009017488,1,12.64
870,000000009017108,1,3.51
869,000000009016747,1,2.38
3598,000000009013858,1,8.72
943,000000009017741,1,0.95
53,000000009012864,1,4.77
944,000000009017833,1,9.96
868,000000009011211,1,4.13
2529,000000009016934,1,0.97
1734,000000009012968,1,2.5
1735,000000009009903,1,1.07
1733,000000009000169,1,1.03
945,000000009018053,1,8.73
867,000000009008429,1,4.24
855,000000009017745,1,2.47
1042,000000009013876,1,5.22
3550,000000009014240,1,11.07
858,000000009018032,1,0.36
856,000000009017671,1,0.08
1774,000000009017231,1,6.03
1779,000000009012216,1,3.86
1786,000000009016596,1,8.97
848,000000009013839,1,5.03
3540,000000009011311,1,6.79
852,000000009002733,1,15.23
1783,000000009015475,1,3.77
1785,000000009012476,1,10.23
862,000000009013626,1,1.57
1759,000000009013442,1,7.63
1760,000000009011764,1,1.63
865,000000009001888,1,21.01
1754,000000009018090,1,3.45
1756,000000009018531,1,1.56
861,000000009009229,1,19.62
1765,000000009013988,1,8.18
859,000000009018570,1,10.77
1769,000000009014940,1,4.58
3563,000000009015833,1,13.38
1763,000000009013756,1,3.25
1764,000000009003065,1,10.24
1696,000000009015342,1,8.39
1501,000000009012264,1,0.73
1698,000000009015841,1,7.24
935,000000009018421,1,3.16
885,000000009015754,1,4.14
1691,000000009013287,1,3.9
31,000000009008144,1,0.08
3633,000000009014223,1,29.65
3632,000000009002142,1,8.04
882,000000009015249,1,5.56
1705,000000009017684,1,11.74
3635,000000009014645,1,2.83
936,000000009000299,1,10.2
3656,000000009007404,1,1.31
1672,000000009018363,1,4.16
893,000000009013585,1,4.02
3660,000000009016623,1,9.25
895,000000009000478,1,6.11
894,000000009000668,1,7.34
3653,000000009015192,1,0.32
889,000000009008178,1,1.45
888,000000009018102,1,3.73
3645,000000009011603,1,11.72
1675,000000009018468,1,16.63
892,000000009012825,1,4.03
891,000000009013285,1,0.53
3614,000000009016638,1,5.13
940,000000009017246,1,5.26
1723,000000009016031,1,1.8
38,000000009013357,1,6.52
3616,000000009016762,1,8.23
877,000000009013919,1,5.52
875,000000009013696,1,13.98
41,000000009002837,1,1.85
873,000000009009918,1,9.08
942,000000009017345,1,13.19
1489,000000009013971,1,4.34
3609,000000009015704,1,2.91
941,000000009017400,1,1.89
1714,000000009013664,1,4.83
3626,000000009010416,1,1.92
880,000000009014783,1,4.33
937,000000009015253,1,9.59
938,000000009015473,1,14.54
1711,000000009011927,1,8.83
3624,000000009013065,1,6.3
939,000000009016025,1,4.46
3619,000000009007671,1,4.36
878,000000009001189,1,16.31
879,000000009014667,1,5.29
1717,000000009014566,1,2.1
3621,000000009018365,1,7.42
440,000000009014486,1,1.73
441,000000009017301,1,8.69
2770,000000009013081,1,6.68
2267,000000009006663,1,3.62
438,000000009007856,1,5.91
439,000000009009640,1,4.38
444,000000009018481,1,10.04
448,000000009017709,1,1.81
449,000000009018039,1,0.45
450,000000009011067,1,3.57
2772,000000009009669,1,4.17
2773,000000009015466,1,6.86
447,000000009014142,1,4.26
2763,000000009014213,1,5.13
432,000000009009063,1,5.14
433,000000009000418,1,9.47
2269,000000009014747,1,3.59
3043,000000009018646,1,8.56
2762,000000009008901,1,7.11
434,000000009007591,1,3.86
2766,000000009018187,1,5.47
3032,000000009017747,1,3.97
2767,000000009018507,1,1.08
2081,000000009013528,1,4.44
2082,000000009014390,1,1.94
2268,000000009014253,1,5.89
462,000000009014962,1,3.6
463,000000009006932,1,11.99
464,000000009950102,1,1032.53
2776,000000009016531,1,1.44
460,000000009014925,1,7.73
461,000000009014689,1,7.64
2777,000000009016569,1,11.83
468,000000009017676,1,6.04
469,000000009018500,1,5.98
470,000000009014073,1,3.89
465,000000009001037,1,13.36
466,000000009016530,1,8.33
467,000000009016512,1,4.57
453,000000009015154,1,1.95
1248,000000009017165,1,5.3
454,000000009016311,1,2.55
451,000000009012328,1,2.18
452,000000009014858,1,0.24
2088,000000009014817,1,5.25
2774,000000009000502,1,9.44
458,000000009005704,1,5.12
459,000000009014827,1,19.86
2775,000000009003583,1,6.93
455,000000009017249,1,5.38
456,000000009008292,1,5.21
457,000000009005565,1,6.12
407,000000009007987,1,7.48
2737,000000009014800,1,0.85
2738,000000009009291,1,3.81
2734,000000009012007,1,1.18
2735,000000009013828,1,6.8
1279,000000009009894,1,13.35
1275,000000009008570,1,20.77
413,000000009006294,1,1.35
1269,000000009005159,1,37.77
3078,000000009016033,1,4.95
410,000000009008460,1,2.13
2739,000000009015781,1,4.66
412,000000009014819,1,13.97
1291,000000009002181,1,4.81
404,000000009017843,1,10.67
2276,000000009013624,1,17.09
1292,000000009012955,1,4.07
3109,000000009004117,1,5.81
2726,000000009016888,1,9.01
3104,000000009013401,1,2.59
2730,000000009016774,1,4.01
1287,000000009004501,1,4.95
1286,000000009013110,1,17.82
405,000000009012201,1,1.67
3102,000000009009967,1,5.56
2729,000000009018454,1,4.85
2061,000000009002780,1,41.16
1260,000000009012822,1,1.47
1258,000000009012961,1,6.4
2750,000000009000415,1,21.56
2752,000000009016937,1,23.06
2060,000000009018288,1,7.43
2753,000000009016834,1,8.42
429,000000009010091,1,2.04
2759,000000009018526,1,7.64
2760,000000009018651,1,3.64
425,000000009014167,1,4.76
2270,000000009015492,1,5.1
2757,000000009017586,1,9.34
2743,000000009016468,1,4.6
415,000000009015551,1,0.88
416,000000009012940,1,86.01
1268,000000009015116,1,3.64
3076,000000009016227,1,11.16
3075,000000009015761,1,3.67
2744,000000009016867,1,10.2
1263,000000009012694,1,5.07
2749,000000009013606,1,6.46
2054,000000009017872,1,4.46
2272,000000009018427,1,13.51
2747,000000009017838,1,2.9
420,000000009017342,1,11.63
471,000000009014346,1,29.14
2264,000000009009880,1,0.88
2185,000000009014927,1,21.99
702,000000009015912,1,6.95
2183,000000009001787,1,5.47
2818,000000009018582,1,4.28
698,000000009015547,1,32.3
2188,000000009011327,1,14.83
2263,000000009018445,1,0.46
2201,000000009017695,1,15.54
723,000000009018538,1,7.18
2189,000000009001005,1,4.55
2194,000000009016460,1,1.63
2195,000000009010691,1,1.97
2810,000000009015541,1,25.01
688,000000009012225,1,13.36
2811,000000009007135,1,3.61
2808,000000009014332,1,801.05
2809,000000009015382,1,3.45
683,000000009014245,1,2.65
690,000000009002073,1,5.76
2815,000000009007805,1,3.17
2816,000000009017443,1,2.99
2817,000000009016798,1,15.42
2812,000000009018271,1,11.51
2813,000000009013726,1,1.47
2814,000000009007569,1,2.99
2248,000000009950110,1,814.3
2245,000000009016162,1,11.87
775,000000009008585,1,9.93
2252,000000009018591,1,4.27
742,000000009015306,1,19.59
2229,000000009017597,1,51.34
772,000000009001116,1,4.19
2241,000000009015118,1,10.95
763,000000009014051,1,5.72
764,000000009013969,1,8.04
2234,000000009950063,1,708.5
760,000000009011515,1,3.23
2236,000000009000922,1,5.25
2260,000000009015583,1,4.92
2259,000000009014603,1,33.6
2216,000000009016889,1,9.16
2261,000000009014518,1,2.77
2203,000000009017704,1,7.13
790,000000009001423,1,3.14
2256,000000009011301,1,3.64
738,000000009014830,1,1.39
2254,000000009006304,1,24.97
2253,000000009013451,1,5.62
2255,000000009008420,1,4.83
1214,000000009017931,1,0.97
2221,000000009013946,1,32.63
2790,000000009018484,1,6.13
1234,000000009014877,1,16.24
2791,000000009006570,1,9.88
581,000000009011007,1,21.99
2788,000000009017861,1,2.88
2789,000000009010634,1,3.07
2792,000000009013498,1,8.04
2793,000000009010366,1,8.37
2794,000000009011456,1,8.2
2134,000000009013566,1,4.1
2128,000000009011414,1,2.89
603,000000009015364,1,0.42
2129,000000009000525,1,11.59
2099,000000009011858,1,14.96
1246,000000009016905,1,12.93
2266,000000009001551,1,4.66
472,000000009010270,1,10.1
2778,000000009017394,1,39.87
473,000000009017982,1,1.7
1242,000000009016661,1,2.91
2784,000000009011550,1,4.5
2785,000000009016977,1,2.25
2786,000000009017487,1,2.81
2781,000000009008485,1,7.63
1238,000000009015008,1,16.59
2783,000000009015905,1,11.47
2803,000000009000790,1,3.33
2804,000000009016979,1,9.6
2165,000000009017361,1,7.5
2801,000000009018395,1,9.07
2802,000000009010276,1,42.24
1224,000000009013389,1,3.92
2805,000000009001634,1,2.41
676,000000009002608,1,1.59
2807,000000009003043,1,19.08
680,000000009014019,1,2.8
2168,000000009017744,1,2.01
2171,000000009018099,1,13.17
2806,000000009018143,1,11.02
2795,000000009008459,1,2.98
2147,000000009008905,1,1.56
1227,000000009013556,1,1.4
2135,000000009012196,1,1.03
1229,000000009006006,1,1.7
1228,000000009013736,1,21.4
2797,000000009002390,1,1.78
2800,000000009018272,1,0.89
2155,000000009015992,1,4.07
2156,000000009016654,1,17.34
2798,000000009002021,1,3.87
658,000000009018372,1,11.74
2799,000000009017053,1,25.87
3284,000000009014778,1,4.14
3283,000000009014674,1,2.35
3282,000000009001614,1,5.62
2314,000000009016550,1,9.55
3286,000000009009476,1,22.82
3285,000000009015236,1,0.95
3281,000000009012917,1,7.52
3276,000000009015910,1,11.36
3275,000000009015867,1,6.36
3274,000000009015636,1,3.59
812,000000009001185,1,1.94
3279,000000009018052,1,13.32
2312,000000009004478,1,15.61
3298,000000009009879,1,20.19
3297,000000009950123,1,978
3296,000000009016366,1,5.18
3301,000000009013737,1,2.15
3300,000000009013615,1,12.95
3299,000000009013597,1,7.66
3295,000000009015665,1,0.83
3290,000000009005386,1,19.8
3289,000000009011866,1,7.84
3288,000000009001750,1,3.19
2316,000000009018206,1,13.42
3292,000000009014835,1,7.5
3291,000000009014134,1,4.75
3254,000000009015887,1,1.54
3253,000000009006023,1,1.06
3252,000000009015071,1,6.29
2309,000000009002030,1,2.98
3256,000000009012208,1,2.01
3255,000000009016760,1,1.15
2307,000000009016865,1,4.35
3246,000000009018338,1,11.73
3245,000000009017619,1,8.77
2664,000000009014108,1,14.46
3250,000000009010708,1,5.5
3249,000000009012910,1,9.28
3248,000000009013421,1,9.28
3270,000000009013892,1,4.45
2311,000000009014730,1,4.01
3267,000000009010749,1,10.98
3273,000000009015416,1,9.29
3272,000000009014705,1,13.89
1364,000000009950094,1,2514.39
3266,000000009008997,1,4.67
3261,000000009015358,1,9.57
2310,000000009014540,1,19.63
2659,000000009013713,1,2.8
3264,000000009016717,1,7.34
3263,000000009011278,1,12.09
3262,000000009015629,1,8.19
2323,000000009015435,1,6.25
358,000000009010668,1,11.83
2637,000000009015779,1,9.03
354,000000009016783,1,6.41
1380,000000009013457,1,7.38
356,000000009012872,1,7.1
1379,000000009005958,1,5.93
2322,000000009014178,1,8.44
368,000000009015577,1,11.81
369,000000009015948,1,10.95
1377,000000009018034,1,7.07
1376,000000009004481,1,12.74
366,000000009014949,1,5.41
1385,000000009009916,1,1.31
2327,000000009014447,1,10.99
2326,000000009006558,1,9.9
2329,000000009013842,1,10.25
340,000000009013701,1,32.53
2328,000000009014282,1,17.33
1383,000000009011777,1,2.12
352,000000009016313,1,0.49
353,000000009011553,1,7.42
1381,000000009013621,1,15.92
2324,000000009006122,1,3.27
1382,000000009009230,1,5.76
351,000000009016147,1,53.9
385,000000009015448,1,9.9
1367,000000009013613,1,8.95
387,000000009005498,1,1.61
2318,000000009002912,1,6.97
383,000000009015015,1,8.96
384,000000009012609,1,3.07
388,000000009016536,1,12.18
3304,000000009011505,1,4.55
3303,000000009014388,1,8.52
3302,000000009008064,1,7.43
2647,000000009018228,1,10.83
2317,000000009009444,1,10.93
3305,000000009006792,1,6.8
2319,000000009013185,1,3.33
1371,000000009006733,1,22.78
374,000000009006788,1,11.45
1374,000000009017185,1,8.11
2321,000000009014523,1,7.43
2320,000000009014339,1,9.56
1370,000000009014641,1,7.32
379,000000009005548,1,4.76
814,000000009009865,1,4.69
381,000000009014331,1,3.62
376,000000009018655,1,35.47
377,000000009007343,1,0.51
1369,000000009011194,1,3.3
2306,000000009014468,1,3.38
1329,000000009014521,1,10.61
1328,000000009014173,1,0.24
3155,000000009014520,1,6.92
2290,000000009013873,1,8.74
1975,000000009005031,1,11.99
2700,000000009018406,1,6.16
3154,000000009014153,1,10.3
2289,000000009013392,1,1.43
3147,000000009010863,1,17.49
2288,000000009012785,1,40.35
3153,000000009013411,1,6.6
3151,000000009014184,1,5.22
1327,000000009004516,1,7.6
1338,000000009017148,1,12.96
2295,000000009015647,1,16.93
3172,000000009002191,1,11.71
393,000000009018499,1,14.55
2297,000000009016983,1,1.83
2691,000000009015816,1,5.1
2294,000000009015635,1,1.36
3166,000000009007143,1,3.91
1332,000000009015890,1,1.2
3163,000000009017336,1,0.83
3170,000000009013204,1,4.5
1334,000000009011934,1,5.93
3167,000000009018650,1,26.16
2717,000000009018619,1,12.83
401,000000009001167,1,1.63
2282,000000009016129,1,2.76
399,000000009015197,1,3.46
1304,000000009011164,1,42.29
1303,000000009007793,1,3.96
3119,000000009015254,1,10.52
2278,000000009014196,1,3.27
403,000000009017849,1,10.2
2277,000000009007790,1,16.7
3117,000000009006477,1,1.39
2722,000000009014620,1,0.66
1299,000000009016875,1,9.35
1313,000000009002198,1,0.74
2286,000000009018306,1,7.31
804,000000009017456,1,1.76
1323,000000009018083,1,5.51
1322,000000009018079,1,9.24
1318,000000009017104,1,2.1
396,000000009013846,1,22.68
3129,000000009012221,1,4.58
2716,000000009016692,1,2.95
1305,000000009006824,1,4
3134,000000009017111,1,7.35
2713,000000009017966,1,13.02
2283,000000009016505,1,6.97
3222,000000009008947,1,14.03
1359,000000009017032,1,13
3220,000000009017387,1,5.88
2670,000000009009808,1,3.62
3224,000000009014508,1,9.29
3223,000000009013675,1,6.61
3219,000000009016921,1,4.13
3215,000000009016387,1,4.14
1357,000000009016265,1,1.38
1356,000000009015625,1,8.02
3218,000000009016925,1,14.78
3217,000000009016886,1,9.98
1358,000000009004712,1,11.16
3238,000000009013294,1,0.97
3237,000000009018459,1,12.59
3236,000000009010862,1,13.75
3242,000000009014719,1,3.18
3241,000000009013082,1,27.65
3240,000000009013677,1,10.56
3235,000000009018024,1,11.94
3229,000000009018048,1,5
3228,000000009014921,1,5.08
